slug,maker,models,group,element,gr_target_db,hz,gr_db
api2500,Waves,API 2500,vca-api,vca,15.0,4000.0,15.001
api2500,Waves,API 2500,vca-api,vca,15.0,50.0,14.901
api2500,Waves,API 2500,vca-api,vca,15.0,500.0,15.0
api2500,Waves,API 2500,vca-api,vca,15.0,5000.0,15.001
api2500,Waves,API 2500,vca-api,vca,15.0,63.0,14.934
api2500,Waves,API 2500,vca-api,vca,15.0,630.0,15.0
api2500,Waves,API 2500,vca-api,vca,15.0,6300.0,15.001
api2500,Waves,API 2500,vca-api,vca,15.0,80.0,14.958
api2500,Waves,API 2500,vca-api,vca,15.0,800.0,15.0
api2500,Waves,API 2500,vca-api,vca,15.0,8000.0,15.001
api2500,Waves,API 2500,vca-api,vca,3.0,100.0,3.005
api2500,Waves,API 2500,vca-api,vca,3.0,1000.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,10000.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,125.0,2.999
api2500,Waves,API 2500,vca-api,vca,3.0,1250.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,12500.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,160.0,2.995
api2500,Waves,API 2500,vca-api,vca,3.0,1600.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,200.0,2.993
api2500,Waves,API 2500,vca-api,vca,3.0,2000.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,250.0,2.992
api2500,Waves,API 2500,vca-api,vca,3.0,2500.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,31.5,3.164
api2500,Waves,API 2500,vca-api,vca,3.0,315.0,2.991
api2500,Waves,API 2500,vca-api,vca,3.0,3150.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,40.0,3.104
api2500,Waves,API 2500,vca-api,vca,3.0,400.0,2.991
api2500,Waves,API 2500,vca-api,vca,3.0,4000.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,50.0,3.061
api2500,Waves,API 2500,vca-api,vca,3.0,500.0,2.991
api2500,Waves,API 2500,vca-api,vca,3.0,5000.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,63.0,3.032
api2500,Waves,API 2500,vca-api,vca,3.0,630.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,6300.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,80.0,3.014
api2500,Waves,API 2500,vca-api,vca,3.0,800.0,2.99
api2500,Waves,API 2500,vca-api,vca,3.0,8000.0,2.99
api2500,Waves,API 2500,vca-api,vca,6.0,100.0,5.995
api2500,Waves,API 2500,vca-api,vca,6.0,1000.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,10000.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,125.0,5.997
api2500,Waves,API 2500,vca-api,vca,6.0,1250.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,12500.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,160.0,5.998
api2500,Waves,API 2500,vca-api,vca,6.0,1600.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,200.0,5.999
api2500,Waves,API 2500,vca-api,vca,6.0,2000.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,250.0,6.0
api2500,Waves,API 2500,vca-api,vca,6.0,2500.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,31.5,6.024
api2500,Waves,API 2500,vca-api,vca,6.0,315.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,3150.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,40.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,400.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,4000.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,50.0,5.992
api2500,Waves,API 2500,vca-api,vca,6.0,500.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,5000.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,63.0,5.99
api2500,Waves,API 2500,vca-api,vca,6.0,630.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,6300.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,80.0,5.992
api2500,Waves,API 2500,vca-api,vca,6.0,800.0,6.001
api2500,Waves,API 2500,vca-api,vca,6.0,8000.0,6.001
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,100.0,9.887
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,1000.0,10.008
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,10000.0,9.982
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,125.0,9.9
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,1250.0,10.01
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,12500.0,9.962
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,160.0,9.922
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,1600.0,10.011
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,200.0,9.941
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,2000.0,10.011
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,250.0,9.958
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,2500.0,10.011
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,31.5,10.226
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,315.0,9.973
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,3150.0,10.01
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,40.0,10.104
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,400.0,9.986
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,4000.0,10.007
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,50.0,10.009
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,500.0,9.994
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,5000.0,10.006
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,63.0,9.94
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,630.0,10.001
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,6300.0,10.001
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,80.0,9.899
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,800.0,10.005
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,10.0,8000.0,9.995
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,100.0,11.252
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,1000.0,11.379
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,10000.0,11.353
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,125.0,11.271
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,1250.0,11.381
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,12500.0,11.333
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,160.0,11.293
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,1600.0,11.382
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,200.0,11.312
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,2000.0,11.382
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,250.0,11.329
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,2500.0,11.382
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,31.5,11.568
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,315.0,11.344
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,3150.0,11.381
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,40.0,11.45
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,400.0,11.357
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,4000.0,11.379
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,50.0,11.359
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,500.0,11.366
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,5000.0,11.377
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,63.0,11.294
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,630.0,11.372
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,6300.0,11.372
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,80.0,11.259
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,800.0,11.376
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,8000.0,11.366
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,100.0,3.096
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,1000.0,3.156
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,10000.0,3.131
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,125.0,3.078
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,1250.0,3.157
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,12500.0,3.112
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,160.0,3.077
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,1600.0,3.159
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,200.0,3.092
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,2000.0,3.159
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,250.0,3.108
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,2500.0,3.158
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,31.5,3.533
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,315.0,3.123
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,3150.0,3.158
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,40.0,3.398
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,400.0,3.135
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,4000.0,3.155
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,50.0,3.287
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,500.0,3.143
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,5000.0,3.154
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,63.0,3.198
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,630.0,3.149
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,6300.0,3.149
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,80.0,3.134
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,800.0,3.153
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,8000.0,3.144
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,100.0,5.91
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,1000.0,6.003
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,10000.0,5.977
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,125.0,5.903
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,1250.0,6.004
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,12500.0,5.957
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,160.0,5.918
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,1600.0,6.006
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,200.0,5.937
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,2000.0,6.005
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,250.0,5.954
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,2500.0,6.006
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,31.5,6.312
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,315.0,5.969
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,3150.0,6.005
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,40.0,6.181
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,400.0,5.981
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,4000.0,6.003
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,50.0,6.076
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,500.0,5.99
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,5000.0,6.001
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,63.0,5.994
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,630.0,5.996
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,6300.0,5.996
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,80.0,5.938
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,800.0,6.0
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,8000.0,5.989
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,100.0,11.305
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,1000.0,11.173
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,10000.0,13.311
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,125.0,11.292
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,1250.0,11.477
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,12500.0,15.087
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,160.0,11.331
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,1600.0,11.728
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,200.0,11.26
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,2000.0,10.412
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,250.0,11.275
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,2500.0,11.673
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,31.5,10.169
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,315.0,11.347
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,3150.0,11.74
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,40.0,11.461
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,400.0,11.218
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,4000.0,12.148
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,50.0,11.405
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,500.0,11.265
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,5000.0,11.825
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,63.0,11.373
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,630.0,11.414
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,6300.0,11.967
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,80.0,11.328
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,800.0,11.457
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,8000.0,11.876
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,100.0,11.305
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,1000.0,11.173
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,10000.0,13.311
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,125.0,11.292
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,1250.0,11.477
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,12500.0,15.087
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,160.0,11.331
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,1600.0,11.728
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,200.0,11.26
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,2000.0,10.412
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,250.0,11.275
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,2500.0,11.673
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,31.5,10.169
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,315.0,11.347
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,3150.0,11.74
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,40.0,11.461
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,400.0,11.218
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,4000.0,12.148
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,50.0,11.405
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,500.0,11.265
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,5000.0,11.825
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,63.0,11.373
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,630.0,11.414
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,6300.0,11.967
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,80.0,11.328
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,800.0,11.457
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,8000.0,11.876
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,100.0,0.747
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,1000.0,0.757
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,10000.0,0.988
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,125.0,0.751
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,1250.0,0.791
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,12500.0,0.719
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,160.0,0.748
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,1600.0,0.753
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,200.0,0.744
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,2000.0,0.826
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,250.0,0.767
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,2500.0,0.8
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,31.5,-1.423
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,315.0,0.747
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,3150.0,0.827
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,40.0,0.752
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,400.0,0.762
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,4000.0,0.794
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,50.0,0.75
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,500.0,0.759
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,5000.0,0.996
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,63.0,0.75
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,630.0,0.757
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,6300.0,0.889
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,80.0,0.753
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,800.0,0.754
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,8000.0,-0.113
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,100.0,4.215
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,1000.0,4.312
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,10000.0,5.026
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,125.0,4.203
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,1250.0,4.231
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,12500.0,4.545
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,160.0,4.231
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,1600.0,4.26
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,200.0,4.197
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,2000.0,4.435
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,250.0,4.234
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,2500.0,4.263
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,31.5,2.438
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,315.0,4.22
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,3150.0,4.378
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,40.0,4.252
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,400.0,4.184
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,4000.0,4.584
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,50.0,4.247
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,500.0,4.229
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,5000.0,4.179
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,63.0,4.23
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,630.0,4.248
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,6300.0,4.636
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,80.0,4.224
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,800.0,4.287
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,8000.0,4.202
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,100.0,4.847
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,1000.0,4.858
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,10000.0,5.435
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,125.0,4.846
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,1250.0,4.865
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,12500.0,5.455
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,160.0,4.846
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,1600.0,4.876
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,200.0,4.846
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,2000.0,4.893
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,250.0,4.847
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,2500.0,4.917
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,31.5,3.468
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,315.0,4.848
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,3150.0,4.955
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,40.0,4.823
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,400.0,4.848
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,4000.0,5.03
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,50.0,4.846
