slug,maker,models,group,element,gr_target_db,level_dbfs,out_db,gain_db,gr_db
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-24.0,-18.68,5.32,4.231
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-27.0,-19.958,7.042,2.509
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-3.0,-10.286,-7.286,16.837
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-30.0,-21.347,8.653,0.898
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-36.0,-26.497,9.503,0.048
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-42.0,-32.494,9.506,0.045
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-48.0,-38.464,9.536,0.015
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-54.0,-44.449,9.551,0.0
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-6.0,-11.465,-5.465,15.016
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,-9.0,-12.648,-3.648,13.199
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,15.0,0.0,-9.11,-9.11,18.661
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-12.0,-7.499,4.501,3.162
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-15.0,-8.822,6.178,1.485
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-18.0,-10.512,7.488,0.175
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-21.0,-13.334,7.666,-0.003
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-24.0,-16.339,7.661,0.002
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-27.0,-19.346,7.654,0.009
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-3.0,-3.811,-0.811,8.474
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-30.0,-22.356,7.644,0.019
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-36.0,-28.384,7.616,0.047
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-42.0,-34.381,7.619,0.044
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-48.0,-40.351,7.649,0.014
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-54.0,-46.337,7.663,0.0
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-6.0,-5.019,0.981,6.682
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,-9.0,-6.243,2.757,4.906
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,3.0,0.0,-2.614,-2.614,10.277
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-12.0,-9.682,2.318,6.009
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-15.0,-10.916,4.084,4.243
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-18.0,-12.192,5.808,2.519
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-21.0,-13.574,7.426,0.901
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-24.0,-15.7,8.3,0.027
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-27.0,-18.682,8.318,0.009
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-3.0,-6.076,-3.076,11.403
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-30.0,-21.692,8.308,0.019
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-36.0,-27.72,8.28,0.047
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-42.0,-33.717,8.283,0.044
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-48.0,-39.688,8.312,0.015
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-54.0,-45.673,8.327,0.0
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-6.0,-7.268,-1.268,9.595
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,-9.0,-8.469,0.531,7.796
api_vision_comp,UAD,API 527 channel compressor,vca-api,vca,6.0,0.0,-4.889,-4.889,13.216
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-12.0,-10.777,1.223,11.923
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-15.0,-10.922,4.078,9.068
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-18.0,-9.971,8.029,5.117
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-21.0,-9.45,11.55,1.596
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-24.0,-10.176,13.824,-0.678
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-27.0,-13.178,13.822,-0.676
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-3.0,-19.477,-16.477,29.623
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-30.0,-16.183,13.817,-0.671
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-36.0,-22.192,13.808,-0.662
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-42.0,-28.224,13.776,-0.63
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-48.0,-34.34,13.66,-0.514
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-54.0,-40.854,13.146,0.0
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-6.0,-16.724,-10.724,23.87
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,-9.0,-13.045,-4.045,17.191
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,10.0,0.0,-24.063,-24.063,37.209
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-12.0,-10.777,1.223,11.923
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-15.0,-10.922,4.078,9.068
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-18.0,-9.971,8.029,5.117
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-21.0,-9.45,11.55,1.596
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-24.0,-10.176,13.824,-0.678
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-27.0,-13.178,13.822,-0.676
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-3.0,-19.477,-16.477,29.623
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-30.0,-16.183,13.817,-0.671
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-36.0,-22.192,13.808,-0.662
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-42.0,-28.224,13.776,-0.63
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-48.0,-34.34,13.66,-0.514
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-54.0,-40.854,13.146,0.0
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-6.0,-16.724,-10.724,23.87
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,-9.0,-13.045,-4.045,17.191
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,15.0,0.0,-24.063,-24.063,37.209
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-12.0,-6.506,5.494,0.547
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-15.0,-8.466,6.534,-0.493
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-18.0,-11.466,6.534,-0.493
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-21.0,-14.466,6.534,-0.493
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-24.0,-17.467,6.533,-0.492
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-27.0,-20.469,6.531,-0.49
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-3.0,-9.919,-6.919,12.96
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-30.0,-23.471,6.529,-0.488
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-36.0,-29.477,6.523,-0.482
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-42.0,-35.497,6.503,-0.462
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-48.0,-41.573,6.427,-0.386
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-54.0,-47.959,6.041,0.0
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-6.0,-7.526,-1.526,7.567
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,-9.0,-6.756,2.244,3.797
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,3.0,0.0,-10.127,-10.127,16.168
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-12.0,-8.081,3.919,4.848
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-15.0,-7.667,7.333,1.434
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-18.0,-8.671,9.329,-0.562
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-21.0,-11.671,9.329,-0.562
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-24.0,-14.672,9.328,-0.561
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-27.0,-17.674,9.326,-0.559
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-3.0,-12.285,-9.285,18.052
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-30.0,-20.677,9.323,-0.556
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-36.0,-26.684,9.316,-0.549
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-42.0,-32.709,9.291,-0.524
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-48.0,-38.8,9.2,-0.433
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-54.0,-45.233,8.767,0.0
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-6.0,-10.591,-4.591,13.358
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,-9.0,-9.008,-0.008,8.775
aw_blockparty,Airwindows,blocky compressor,aw-comp,digital,6.0,0.0,-16.193,-16.193,24.96
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-12.0,-14.288,-2.288,7.899
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-15.0,-13.833,1.167,4.444
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-18.0,-14.781,3.219,2.392
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-21.0,-16.636,4.364,1.247
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-24.0,-19.02,4.98,0.631
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-27.0,-21.698,5.302,0.309
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-3.0,-24.755,-21.755,27.366
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-30.0,-24.526,5.474,0.137
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-36.0,-30.402,5.598,0.013
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-42.0,-36.37,5.63,-0.019
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-48.0,-42.363,5.637,-0.026
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-54.0,-48.389,5.611,0.0
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-6.0,-19.92,-13.92,19.531
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,-9.0,-16.35,-7.35,12.961
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,10.0,0.0,-30.59,-30.59,36.201
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-12.0,-14.288,-2.288,7.899
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-15.0,-13.833,1.167,4.444
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-18.0,-14.781,3.219,2.392
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-21.0,-16.636,4.364,1.247
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-24.0,-19.02,4.98,0.631
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-27.0,-21.698,5.302,0.309
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-3.0,-24.755,-21.755,27.366
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-30.0,-24.526,5.474,0.137
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-36.0,-30.402,5.598,0.013
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-42.0,-36.37,5.63,-0.019
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-48.0,-42.363,5.637,-0.026
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-54.0,-48.389,5.611,0.0
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-6.0,-19.92,-13.92,19.531
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,-9.0,-16.35,-7.35,12.961
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,15.0,0.0,-30.59,-30.59,36.201
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-12.0,-14.288,-2.288,7.899
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-15.0,-13.833,1.167,4.444
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-18.0,-14.781,3.219,2.392
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-21.0,-16.636,4.364,1.247
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-24.0,-19.02,4.98,0.631
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-27.0,-21.698,5.302,0.309
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-3.0,-24.755,-21.755,27.366
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-30.0,-24.526,5.474,0.137
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-36.0,-30.402,5.598,0.013
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-42.0,-36.37,5.63,-0.019
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-48.0,-42.363,5.637,-0.026
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-54.0,-48.389,5.611,0.0
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-6.0,-19.92,-13.92,19.531
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,-9.0,-16.35,-7.35,12.961
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,3.0,0.0,-30.59,-30.59,36.201
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-12.0,-14.288,-2.288,7.899
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-15.0,-13.833,1.167,4.444
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-18.0,-14.781,3.219,2.392
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-21.0,-16.636,4.364,1.247
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-24.0,-19.02,4.98,0.631
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-27.0,-21.698,5.302,0.309
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-3.0,-24.755,-21.755,27.366
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-30.0,-24.526,5.474,0.137
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-36.0,-30.402,5.598,0.013
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-42.0,-36.37,5.63,-0.019
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-48.0,-42.363,5.637,-0.026
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-54.0,-48.389,5.611,0.0
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-6.0,-19.92,-13.92,19.531
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,-9.0,-16.35,-7.35,12.961
aw_buttercomp2,Airwindows,bidirectional compressor,aw-comp,digital,6.0,0.0,-30.59,-30.59,36.201
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-12.0,-6.339,5.661,2.129
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-15.0,-8.774,6.226,1.564
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-18.0,-11.339,6.661,1.129
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-21.0,-14.008,6.992,0.798
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-24.0,-16.767,7.233,0.557
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-27.0,-19.609,7.391,0.399
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-3.0,-1.25,1.75,6.04
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-30.0,-22.578,7.422,0.368
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-36.0,-28.366,7.634,0.156
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-42.0,-34.214,7.786,0.004
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-48.0,-40.211,7.789,0.001
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-54.0,-46.21,7.79,0.0
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-6.0,-2.159,3.841,3.949
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,-9.0,-4.083,4.917,2.873
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,10.0,0.0,-0.741,-0.741,8.531
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-12.0,-6.339,5.661,2.129
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-15.0,-8.774,6.226,1.564
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-18.0,-11.339,6.661,1.129
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-21.0,-14.009,6.991,0.799
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-24.0,-16.767,7.233,0.557
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-27.0,-19.609,7.391,0.399
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-3.0,-1.282,1.718,6.072
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-30.0,-22.578,7.422,0.368
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-36.0,-28.366,7.634,0.156
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-42.0,-34.214,7.786,0.004
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-48.0,-40.211,7.789,0.001
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-54.0,-46.21,7.79,0.0
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-6.0,-2.159,3.841,3.949
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,-9.0,-4.083,4.917,2.873
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,15.0,0.0,-0.733,-0.733,8.523
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-12.0,-9.038,2.962,1.228
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-15.0,-11.684,3.316,0.874
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-18.0,-14.419,3.581,0.609
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-21.0,-17.225,3.775,0.415
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-24.0,-20.09,3.91,0.28
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-27.0,-23.003,3.997,0.193
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-3.0,-2.113,0.887,3.303
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-30.0,-25.982,4.018,0.172
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-36.0,-31.815,4.185,0.005
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-42.0,-37.811,4.189,0.001
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-48.0,-43.81,4.19,0.0
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-54.0,-49.81,4.19,0.0
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-6.0,-4.144,1.856,2.334
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,-9.0,-6.507,2.493,1.697
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,3.0,0.0,-1.174,-1.174,5.364
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-12.0,-6.339,5.661,2.129
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-15.0,-8.774,6.226,1.564
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-18.0,-11.339,6.661,1.129
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-21.0,-14.009,6.991,0.799
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-24.0,-16.767,7.233,0.557
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-27.0,-19.609,7.391,0.399
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-3.0,-1.259,1.741,6.049
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-30.0,-22.579,7.421,0.369
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-36.0,-28.366,7.634,0.156
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-42.0,-34.214,7.786,0.004
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-48.0,-40.211,7.789,0.001
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-54.0,-46.21,7.79,0.0
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-6.0,-2.159,3.841,3.949
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,-9.0,-4.083,4.917,2.873
aw_compresaturator,Airwindows,compression by saturation,aw-comp,digital,6.0,0.0,-0.739,-0.739,8.529
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-12.0,-23.042,-11.042,8.031
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-15.0,-22.734,-7.734,4.723
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-18.0,-23.653,-5.653,2.642
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-21.0,-25.434,-4.434,1.423
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-24.0,-27.757,-3.757,0.746
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-27.0,-30.396,-3.396,0.385
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-3.0,-32.089,-29.089,26.078
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-30.0,-33.208,-3.208,0.197
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-36.0,-39.062,-3.062,0.051
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-42.0,-45.024,-3.024,0.013
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-48.0,-51.014,-3.014,0.003
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-54.0,-57.011,-3.011,0.0
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-6.0,-27.944,-21.944,18.933
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,-9.0,-24.814,-15.814,12.803
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,10.0,0.0,-36.622,-36.622,33.611
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-12.0,-29.831,-17.831,14.818
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-15.0,-27.494,-12.494,9.481
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-18.0,-26.685,-8.685,5.672
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-21.0,-27.228,-6.228,3.215
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-24.0,-28.762,-4.762,1.749
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-27.0,-30.936,-3.936,0.923
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-3.0,-43.874,-40.874,37.861
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-30.0,-33.49,-3.49,0.477
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-36.0,-39.136,-3.136,0.123
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-42.0,-45.043,-3.043,0.03
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-48.0,-51.019,-3.019,0.006
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-54.0,-57.013,-3.013,0.0
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-6.0,-38.399,-32.399,29.386
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,-9.0,-33.552,-24.552,21.539
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,15.0,0.0,-49.286,-49.286,46.273
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-12.0,-18.932,-6.932,3.921
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-15.0,-20.18,-5.18,2.169
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-18.0,-22.169,-4.169,1.158
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-21.0,-24.615,-3.615,0.604
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-24.0,-27.322,-3.322,0.311
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-27.0,-30.17,-3.17,0.159
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-3.0,-22.394,-19.394,16.383
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-30.0,-33.092,-3.092,0.081
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-36.0,-39.032,-3.032,0.021
aw_logical4,Airwindows,mastering compressor,aw-comp,digital,3.0,-42.0,-45.016,-3.016,0.005
